speaker,speaker_confidence,text,target,sentiment,category,summary
이나연,0.95,어느 순간 그런 생각이 들었어요 그냥 나라는 사람이 싫은가? 나를 귀여워해주는 사람이 얘 말고 세상의 천지인데 왜 내가 사랑하는 너는 날 이렇게 싫어해? 나도 사랑받고 살아야지. 이런 오기도 생겼던 것 같아요 헤어질 때는. 속상하고 화도 나더라고요. 그냥 희두의 툭툭 던지는 마음에 제가 자꾸 발작하니까 그러니까 자존감도 좀 낮아지더라고요 왜냐면 안 되는 걸 자꾸 하려고 하니까 아예 저라는 사람을 안 좋게 보는 느낌이었어요.,남희두,negative,self-esteem,자신을 싫어하는 것 같은 남희두의 태도에 자존감이 낮아지고 속상함과 분노를 느낌.
남희두,0.95,"나연이는 나연이대로 되게 저한테 서운했던 것들이 많았구나. 근데 뭐 다들 각자의 입장 차이가 있는 거니까, 물론 좋은 점이 더 많을 거예요 나연이. 진짜 괜찮은 사람이고, 정말 응원하는 사람이고, 잘 됐으면 좋겠는 사람이고, 솔직히 저도 편해요. 그냥 신경 끄고. 그게 진짜 그 관심 갖고, 진심으로 얘기하고, 하 그런걸 좀 막 못 알아주고. 그냥 그런 것들이 저 같은 경우는, 나연이가 되게 제 진심을 몰라주는 느낌도 받고 아..",이나연,positive,attention,"이나연에 대한 서운함과 긍정적인 감정을 동시에 드러내며, 편안함과 응원의 마음을 표현함. 과거 진심을 몰라줬다는 아쉬움을 언급."
이나연,0.95,"지금은 근데 희두 많이 잊었어요. 처음(2022년 2월) 여기 왔을 때는, 좀 저를 자책할 때였던 것 같아요. 제 탓을 많이 했을 때였는데, 그 이후로 갑자기 내가 잘못했나? 하면서 희두가 좀 갑자기 미워질 때도 있었고, 어느 순간 희두를 내가 진짜 사랑했던 건 알겠는데, 내가 좋아했던 사람이었는데, 과연 희두는 나한테 좋은 영향을 끼치는 사람이었을까? 이런 걸 생각하게 되더라고요. 만약에 이대로 결혼을 못 할 것 같으면, 빨리 다른 사람을 만나야 되지 않나? 사실 뭐 저도, 재회를 위해서 나온 건 아니니까 저는 오히려 지금 새로운 분 만나고 싶어요. 행복하게, 이제 행복한 연애를 하고 싶어요.",남희두,복합적,회상 및 관계 재정립,"과거 희두와의 관계를 회상하며 자책, 미움, 사랑 등 복합적인 감정을 느꼈음을 드러내고, 현재는 새로운 사람을 만나 행복한 연애를 하고 싶다는 솔직한 심정을 표현함."
남희두,0.95,"마음이 그렇게 좋지만은 못했어요. 영상 보는 내내 나연이가 거기서 다른 사람 만나보고 싶다고 하더라고요. 충분히 이해했어요. 그럴 수 있겠구나. 만날 거라고 얘기를 할 줄 몰랐는데, 근데 뭐 괜찮아요. 괜찮습니다. 그게 맞는거다라고 생각하려 했어요.",이나연,negative,갈등,"남희두는 이나연이 다른 사람을 만나는 것에 대해 이해하면서도, 예상치 못한 상황에 마음이 편치 않음을 표현하고, 괜찮다고 스스로 다독이려 한다."
이나연,0.95,"조금 미성숙했을 때 했던 말들, 너는 원래 그런 사람이야. 너가 이래서 안 돼 그런 말들도, 제가 미성숙했을 때 희두한테 했던 말들이거든요. 그 말이 거기 있었다는 거는 희두가 이 말들에 상처 받았기 때문에 이야기한 거잖아요. 제가 상처 줬던 말들이 조금 아팠고, 제가 희두한테 사랑을 표현했었던 거 그걸 보면서, 그 당시에 제 감정이 또 생각났어요. 희두는 저한테 누나라고 절대 안 하거든요? 그런데 그 '사랑해 누나!'가 제가 받은 카톡인데, 희두가 태어나서 처음으로 이제 저에게 마지막으로 한 말이었어요. 애교 부리면서 '사랑해 누나!' 했는데, 제가 누나? 바로 캡쳐!",남희두,negative,attention,"과거 미성숙했던 시절 남희두에게 상처를 줬던 말들에 대한 후회와, 남희두가 자신에게 마지막으로 했던 '사랑해 누나'라는 말에 대한 감정을 드러냄."
이나연,0.95,"그건 제 추억의 물건이거든요. 희두랑 처음 헤어졌을 때, 그 유니폼을 껴안고 엄청 울었어요.거기 희두 냄새가 배어있어서 아직도 있더라고요.",남희두,negative,attention,남희두와 처음 헤어졌을 때 유니폼을 껴안고 울었던 과거 회상. 유니폼에 남은 남희두의 냄새를 언급하며 미련을 드러냄.
남희두,0.95,"제가 아카라카라고 저희 학교 축제가 있는데, 저희 학교 팀 유니폼이 되게 귀했어요. 다들 갖고 싶어 해서 그거를 제가 나연이에게 선물로 줬었죠.",이나연,positive,attention,과거에 이나연에게 학교 축제 굿즈인 유니폼을 선물로 줬던 에피소드를 회상하며 언급.
이나연,0.95,"제 키링, 지금 쓰고 있는 키링, 제가 차를 재작년에 한번 바꿨는데, 그때 맞춰서 크리스마스 선물로 받은 거란 말이에요. 근데 마침 제 차 케이스가 그냥 핑크색이었는데, 걔도 아무 생각 없이 샀는데 저한테 선물로 핑크색 키링을 갖고 왔어요 너무 마음에 들어요 아직도. 그래서 희두가 준 것 중에 가장 만족하는 선물이에요. 그리고 센스 있었어요. 딱 제 차 바꾼 날 준거니까요.",남희두,positive,attention,"남희두가 차를 바꾼 시기에 맞춰 선물한 핑크색 키링에 대한 만족감을 표현하며, 남희두의 센스에 대해 칭찬하고 있다."
이나연,0.95,"커플링이 이렇게 두 개가 모여있는데, 그게 좀 슬픈 거예요. 기분이 이상했어요. 저한테 커플링이 좀 의미가 남달라서, 저희는 사실 그거를 결혼 반지라고 생각했어요. 그냥 결혼할 줄 알았고, 또 워낙 오랜 기간 만나다가 맞춘 거기 때문에, 앞으로 그냥 이 반지로 평생 끼자.",None,negative,attention,"커플링에 대한 의미를 부여하며 슬픔과 이상한 감정을 느낌. 결혼 반지로 생각할 정도로 의미가 남달랐다고 언급하며, 오랜 기간 만남을 회상함."
이나연,0.95,"처음 헤어지고는 사실 끼고 다녔어요. 그냥 너무 어색하기도 하고, 한 달은 끼고 다녔던 것 같아요. 근데 어느 순간 그걸 끼고 있는 제 자신이 웃기더라고요.",None,negative,attention,"헤어진 후 반지를 한 달 동안 끼고 다녔지만, 어느 순간 자신의 모습이 웃기다고 생각함."
이나연,0.95,"작년 발렌타인 때, 제가 희두한테 처음으로 초콜릿과 쿠키를 만들어줬어요. 태어나서 그냥 그런 걸 전 처음 만들어 봤거든요. 하나도 안 먹었더라고요. 그래서 보면서 뭐야, 이거 왜 하나도 안 먹고 아껴놨어?",남희두,negative,attention,이나연은 남희두가 발렌타인데이에 자신이 준 초콜릿과 쿠키를 먹지 않은 것에 대해 서운함을 느꼈다.
남희두,0.95,"먹기 좀 아까워가지고, 먹는 것보다는 받는 데 의미를 뒀기 때문에 소장하고 있습니다.",None,neutral,opinion,선물받은 것에 대한 소중함을 표현하며 소장하고 있다는 발언.
이나연,0.95,한 번도 안 먹었냐? (희두에게 준 향수를 보며) 이거 진짜 오래됐는데. 다 썼어. 왜 안 버렸지?,남희두,negative,attention,남희두에게 준 향수를 언급하며 오래된 것에 대한 의아함과 불쾌감을 드러냄.
이나연,0.95,그리고 향수! 향수는 또 야무지게 썼더라고요. 한 방울도 안 남긴 거 보고 되게 뿌듯했어요. 근데 그걸 왜 안 버렸을까요? 그것도 생각하게 되더라구요.,남희두,positive,attention,"남희두가 과거에 선물한 향수를 이나연이 다 쓴 것에 대해 뿌듯함을 느끼면서도, 버리지 않은 이유에 대해 궁금해하고 있다."
이나연,0.95,고마워 잘 지내가 그렇게 슬프죠.,None,negative,emotion_polarity,고맙지만 슬픔을 느끼고 있음
이나연,0.95,"희두와의 추억을 다 돌아보고 '고마워 잘 지내' 문구를 보는데 끝난 느낌이었어요. 아, 이 추억이 끝이구나, 그런 느낌.",남희두,negative,attention,남희두와의 추억을 회상하며 이별을 실감하고 슬픔을 느낌.
이나연,0.95,"근데 그게 저는 희두가 안 할 줄 알았어요. 이미 저랑 끝났다고 생각을 하면 안 할 줄 알았거든요? 개 성격상? 근데 한다고 해서 되게 놀랬고, 그래서 조금 좋았어요. 아직 나를 100% 잊은 건 아닌가?",남희두,positive,attention,남희두가 예상 외의 행동을 한 것에 놀라움과 함께 긍정적인 감정을 느낌. 아직 자신을 잊지 않았을지도 모른다는 생각에 약간의 기대를 표현.
남희두,0.95,전 처음에 연락와서. 왜 연락이 왔지?,None,neutral,궁금함,상대방이 자신에게 연락한 이유에 대한 궁금증을 표현함.
남희두,0.95,뭐지? 싶었죠. 황당? 그때는 별로 그렇게 감정이 좋지 않아서. 나연이만큼 마음이 가는 사람이 없었어요. 그만큼 마음을 연거는 처음이에요.,이나연,positive,attention,"남희두는 이나연에게 마음을 열었고, 이나연만큼 마음이 가는 사람이 없다고 말하며 호감을 표현함."
이나연,0.95,어느 순간 그런 생각이 들었어요. 그냥 나라는 사람이 싫은가?,None,negative,self_esteem,자신에 대한 부정적인 감정을 드러내며 자존감이 낮아진 상태를 표현하고 있다.
남희두,0.95,"제가 잔소리 좀 많이 하는 편이에요. 근데 저는 그게 도움이 되라고 저는 위한다고 생각하고 얘기하는 건데. 나연에게 가장 상처받았던 말은, 너는 그냥 그런 사람이야 이런거? 그런 말들? 저랑 나연이가 성향이 비슷했으면 진짜, 싸울 일이 없지 않았을까?",이나연,negative,상처,과거 연인에게 들었던 상처 주는 말에 대한 회상 및 성향 차이에 대한 아쉬움.
이나연,0.95,아예 저라는 사람을 좀 안 좋게 보는 느낌이었어요. 너는 나라는 사람을 있는 그대로 좋아해 줄 수 없냐?,None,negative,불만,상대방이 자신을 있는 그대로 좋아해주지 않는다는 느낌에 대한 불만
남희두,0.95,"되게 서로 감정이 너무 상하고, 더 이상 난 노력하고 싶지 않다는 걸 들었어요. 근데 이건 확실했어요. 더 이상 반복하고 싶지는 않다.",None,negative,갈등,상대방과의 감정 소모에 지쳐 더 이상 노력을 반복하고 싶지 않다는 감정을 드러냄.
남희두,0.95,"완전 100% 정리가 안 됐다고 생각하니까 헤어지는 게 되면 깔끔하게 헤어지고, 뭐 이런 기회가 왔으니까 다른 사람도 만나보고, 저는 충분히 마음의 문을 열고 싶어요.",,neutral,relationship,"남희두는 완전히 정리되지 않은 상태에서 헤어지는 것을 원치 않으며, 새로운 기회를 통해 다른 사람을 만나보고 마음의 문을 열고 싶어한다."
남희두,0.95,(나연의 다음 연인에게 조언을 한다면?) 조언 하고 싶지 않은데? 그 사람도 겪어보면서 알아봐야죠. 니가 알아봐라!,이나연,negative,갈등,전 연인(이나연)의 다음 연애에 대해 부정적인 감정을 드러내며 직접 경험해 보라고 말함.
이나연,0.95,ㅎㅎㅎㅎㅎ 빵터졌어요. 너무 희두답다.,남희두,positive,attention,남희두의 행동에 대해 긍정적인 반응을 보이며 '희두답다'고 언급함.
이나연,0.95,싫은데? 네가 겪어봐라! 되게 귀여웠어요 희두답고.,남희두,positive,attention,남희두에 대해 귀엽다는 감정을 표현하며 긍정적인 감정을 드러냄.
이나연,0.95,(희두를 만나러 지금 가라는 미션을 받고 ) 이러고 희두를 만난다고?,남희두,negative,불만,미션 수행에 대한 불만을 드러냄.
이나연,0.95,"진짜 무서웠어요. 엄청 울까봐 제가. 무서웠지만, 기대돼서 빨리 가고 싶었어요. ------------------------------------------------ 씬12 희두나연 대화",None,복합적,감정 표현,과거의 두려움과 현재의 기대감을 동시에 드러냄.
이나연,0.95,영상 보고 어땠어?,None,neutral,question,상대방에게 영상 시청 후의 감상에 대해 질문하는 발화
남희두,0.95,영상 보고?,None,neutral,question,상대방에게 영상 시청 여부를 묻는 질문
이나연,0.95,응.,None,neutral,response,상대방의 말에 동의하거나 긍정하는 짧은 대답.
남희두,0.95,빨리 다른 사람 만나고 싶다는데?,None,negative,attention,상대방이 다른 사람을 만나고 싶어한다는 말에 대한 언급
이나연,0.95,너가 얘기할 줄 알았어. 나도 내가 그 얘기 했는지 몰랐어.,None,neutral,self_reflection,"자신이 과거에 했던 말에 대해 놀라워하며, 기억하지 못했음을 표현."
남희두,0.95,너의 속마음이 나온 거지.,None,neutral,observation,상대방의 감정을 추측하는 발언
이나연,0.95,근데 그런 마음으로 나온 건 맞아,None,neutral,question,상대방의 의도를 확인하는 질문
남희두,0.95,응. 알어.,None,neutral,acknowledgment,상대방의 말을 이해했다는 의미를 전달함.
남희두,0.95,뭐라 하는 건 아니야.,None,neutral,statement,상대방의 말을 부정적으로 받아들이지 않겠다는 의사 표현.
이나연,0.95,넌 웃겼어.,None,positive,compliment,상대방이 웃겼다는 칭찬.
이나연,0.95,해주기 싫은데? 만나면서 깨달아라.,None,negative,갈등,"상대방에게 직접적으로 알려주기 싫고, 관계를 통해 스스로 깨닫기를 바라는 감정을 표현함."
남희두,0.95,네가 알아라?,None,neutral,question,상대방의 인지 여부를 묻는 질문
이나연,0.95,"응, 너무 웃겼어.",,positive,emotion_polarity,웃겼다는 긍정적 감정 표현
남희두,0.95,"아, 근데 그건 맞는 말 아냐?",None,neutral,opinion,상대방의 의견에 대한 동의 여부를 묻는 발언
이나연,0.95,"그건 맞지. 그래서 나도 말해주지 말걸 했지. 속으로, 근데 나는 솔직히 말하면, X룸에서 너무 울 것 같아서 하루 종일 마음의 준비를 해놨어.",,negative,attention,X룸에 대한 불안감과 슬픔을 느낌
남희두,0.95,효과가 있었어?,None,neutral,question,상대방에게 어떤 효과가 있었는지 묻는 질문
이나연,0.95,응.,None,neutral,response,상대방의 말에 동의하거나 긍정하는 짧은 대답.
남희두,0.95,"나는 울 일 없다고 생각해서 준비를 안 했는데, 봐가지고 오열을 했어.",None,negative,emotion_polarity,남희두는 슬픈 영화를 보고 오열했다고 말하며 부정적인 감정을 드러냄.
이나연,0.95,너 오열했어?,None,negative,attention,자신이 울었는지 상대방에게 질문함.
남희두,0.95,"눈물이 막 나, 눈물 안 흘리려고 했는데, 막 흐르던데? ㅎㅎㅎ",None,negative,emotion_polarity,"눈물이 나는 감정을 표현하며, 감정을 억누르려 했지만 실패했음을 나타냄"
이나연,0.95,나도.,None,neutral,None,상대방의 말에 동의하는 발언.
남희두,0.95,왜 울어 또?,None,negative,attention,상대방이 우는 것에 대한 언급을 통해 부정적인 감정을 드러냄.
이나연,0.95,"어? 야, 그런 말 금지! 금지! 금지! 하지마.",None,negative,갈등,"상대방의 특정 행동에 대해 강하게 거부 의사를 표현하며, 불쾌감을 드러냄."
이나연,0.95,야 우냐? 이런거. 하지마 ㅋㅋㅋㅋ,None,negative,지적,상대방의 행동에 대해 부정적으로 지적하며 비웃음.
이나연,0.95,근데 오늘 엑스룸 갔다 오고 나서 마음은 어때?,None,neutral,attention,엑스룸 방문 후의 심경을 묻는 질문
남희두,0.95,마음 아프지,None,negative,emotion_expression,자신의 감정을 드러내며 마음 아픔을 표현함.
남희두,0.95,"다 지나고 보면 서로 잘질못도 다 알게 되고, 그러는데 그걸 이미 극복하고 그랬으면 여기가 없겠지 우리가?",None,후회,관계,과거의 잘못을 극복하지 못했음을 자조적으로 언급하며 현재 상황에 대한 아쉬움을 드러냄.
이나연,0.95,"희두랑, 저는 사실 잘 맞던 커플은 아니에요. 약간 안 맞는 걸 사랑으로 극복한 느낌이라, 제가 봤을 땐 희두도 저 아직 사랑하는 마음이 남아 있을 거예요. 근데 왜 우린 안 될까?",남희두,negative,attention,"이나연은 남희두와 잘 맞지 않았지만 사랑으로 극복했다고 말하며, 남희두에게 아직 마음이 남아있을 것이라고 추측하며 안타까워한다."
이나연,0.95,항상 왜 안 되지? 사랑하는데?,,negative,갈등,사랑하지만 관계가 잘 풀리지 않는 것에 대한 답답함과 괴로움을 토로함.
이나연,0.95,답답하네요.,None,negative,emotion_polarity,화자가 부정적인 감정을 표현함.
남희두,0.95,"X 대화 했잖아, 나에 대한 얘기할 때 말 다 해줬어?",None,negative,attention,전 연인과의 대화에서 자신에 대한 이야기가 충분히 전달되었는지 확인하려는 질문.
남희두,0.95,오히려 좋았다는데? 너랑 얘기하고 좋은 얘기만 해줬으면..,이나연,positive,attention,상대방(이나연)과의 대화에 대한 긍정적인 언급과 만족감을 표현함.
이나연,0.95,좋은 얘기만 해줬어,None,positive,None,화자는 상대방이 자신에게 좋은 이야기만 해주었다고 말하며 긍정적인 감정을 드러냄.
남희두,0.95,무슨 무슨 얘기하겠어?,None,neutral,question,상대방과 어떤 이야기를 나눌지 궁금해하는 질문
이나연,0.95,뭐..,None,neutral,none,무감정적인 반응
이나연,0.95,기본적인 나의 취향들 너한테 마음이 있는지,None,None,None,자신의 취향에 대해 이야기하며 상대방에게 마음이 있는지 묻는 발언.
남희두,0.95,뭐라는데?,,neutral,question,상대방의 말에 대한 되물음
이나연,0.95,마음 있냐고? 있다고 했어.,None,positive,attention,상대방에게 마음이 있다고 직접적으로 표현함.
남희두,0.95,무슨 마음?,None,neutral,question,상대방의 감정을 묻는 질문
이나연,0.95,너한테 미련 있냐고. 없진 않지 솔직히,None,negative,attention,전 연인(X)에 대한 미련을 솔직하게 인정하는 발언
남희두,0.95,없는 거 같던데?,None,neutral,statement,상대방의 말에 대한 확인 또는 부정의 표현
이나연,0.95,나?,이나연,neutral,self_reference,자신을 지칭하는 발언
이나연,0.95,그래? 어떻게 없어?,None,negative,불만,상대방의 주장에 대한 불신 또는 반박을 표현하는 발언.
이나연,0.95,"그것도 맞아. 알아가는 단계인데, 그 알아가는... 응.",None,neutral,none,알아가는 단계임을 언급하며 말을 흐림.
이나연,0.95,"네, 다른 사람 만나고 싶다고 했으니까 그것도 맞아.",None,neutral,statement,상대방의 이전 발언에 대한 동의를 표명함.
이나연,0.95,기분 나쁘냐? 난 나빠.,None,negative,emotion_polarity,자신의 부정적인 감정을 직접적으로 드러냄.
이나연,0.95,나도 견딜 수 있을 줄 알았어.,None,negative,emotion_polarity,화자는 무언가를 견디는 것이 힘들다고 토로하며 부정적인 감정을 드러내고 있다.
이나연,0.95,맞아.,None,neutral,response,상대방의 말에 동의하는 긍정적인 반응
이나연,0.95,"옆에서 내가 유치하게 굴었지. 더 다른 사람이랑 잘 지내고 나,",남희두,negative,attention,"자신이 유치하게 굴었던 점을 언급하며, 상대방이 다른 사람과 잘 지내는 것에 대한 언급을 통해 불안감을 드러냄."
남희두,0.95,"너 생각보다 유치하더라,",None,negative,criticism,상대방을 유치하다고 평가하며 부정적인 감정을 드러냄.
이나연,0.95,"그러니까 나 유치했지, 다른 사람이랑 괜히 더 말 많이 하고, 그렇지? 나 여기서 엄청 적응 잘했다고 괜히 너한테 텃세 부리고, 그니까!",남희두,negative,attention,"자신의 유치한 행동에 대한 자책과 후회, 남희두에게 보였던 텃세에 대한 언급을 통해 죄책감을 드러내고 있다."
남희두,0.95,누나인 척 하던데? 막?,None,negative,attention,상대방의 행동에 대한 부정적인 감정을 드러냄.
이나연,0.95,"누나긴 해, 내가 야 자꾸 나한테 야라 하지마, 너 거기서.",남희두,negative,불만,상대방의 호칭에 대한 불만을 표현함.
이나연,0.95,"야라고 했어, 야 너 이러잖아. 그래 놓고 자기도 당황해서, 아, 왜 이렇게 동생 같지기 막 혼잣말하고.",남희두,negative,attention,"남희두가 자신에게 '야'라고 부른 것에 대해 불쾌감을 드러내며, 그가 당황하는 모습에 대한 언급을 통해 부정적인 감정을 표현하고 있다."
남희두,0.95,근데 다들 내 엑스가 너라고 생각 못 해.,이나연,중립,관계,다른 사람들이 나의 전 연인이 너라고 생각하지 못한다는 발언.
남희두,0.95,다 다른 사람이라고 생각하던데? 그래서 난 더 재밌어.,None,positive,attention,"남희두는 상대방이 자신을 다르게 생각하는 점을 인지하고, 오히려 흥미를 느낌."
남희두,0.95,하하. 그래?,None,neutral,response,상대방의 말에 대한 단순한 반응
남희두,0.95,어제 데이트 하는데도 어제는 지연이랑 데이트 했거든 지연이가 넌지는 모르는 것 같더라. 딱 누구 같아요라고.,이나연,neutral,observation,"남희두가 어제 이나연과 데이트를 했고, 이나연은 남희두가 누구와 데이트를 했는지 모르는 것 같다고 말함."
이나연,0.95,해은 언니라고 생각하나보다.,,중립,상황 언급,다른 출연자에 대한 추측을 언급함.
남희두,0.95,뭔가 느낌이. 내 느낌이.,,neutral,unclassified,"남희두의 혼잣말로, 특별한 감정이나 대상이 드러나지 않아 분류하기 어렵습니다."
이나연,0.95,내 생각도 그래,None,neutral,agreement,상대방의 의견에 동의하는 발언
남희두,0.95,아 어제 내가 데이트를 좀 했잖아.,None,neutral,narrative,어제 데이트한 경험을 언급함.
이나연,0.95,응.,None,neutral,response,상대방의 말에 동의하거나 긍정하는 짧은 대답.
남희두,0.95,근데 생각보다 뭐..,None,neutral,none,상대방에 대한 직접적인 감정 표현은 없음
남희두,0.95,생각이 깊더라.,None,neutral,observation,상대방에 대한 관찰 내용을 진술함.
이나연,0.95,응.,None,neutral,response,상대방의 말에 동의하거나 긍정하는 짧은 대답.
남희두,0.95,대화하고 그러다 보니까,,neutral,none,특별한 감정이나 의도를 드러내지 않는 발언
이나연,0.95,좋았어? 이거 비꼬는 게 아니라 진심으로,None,positive,initiative,상대방의 반응에 대해 진심으로 묻는 발언.
남희두,0.95,솔직히 안 괜찮은 줄 알았어.,None,negative,불안,상대방의 감정 상태에 대한 불안감을 드러냄.
남희두,0.95,그냥 해도 별로였을 줄 알았어.,None,negative,불안,상대방의 행동에 대한 불안감을 드러냄.
이나연,0.95,근데 좋았어?,None,positive,emotion_polarity,상대방의 기분에 대해 묻는 발언에서 긍정적인 감정을 느낌.
남희두,0.95,그래서 의외였어. 아무렇지도 않을 줄 알았는데 그랬어서 만약에 밖에서 그냥 사석에서 봤으면 더 편하게 만날 수 있어 있을 것 같은 사람이었어.,None,positive,attention,"과거 연애에 대한 미련과 긍정적 감정을 표현하며, 사적인 만남에 대한 기대감을 드러냄."
이나연,0.95,편하게 마음을 열고 어.,None,neutral,none,편하게 마음을 열자는 발언
남희두,0.95,여기서 만나는 것보다 밖에서 만나는 게 더 좋았을 것 같다는 생각이 들었지.,None,negative,불만,밖에서 만나는 것이 더 좋을 것 같다는 생각에 대한 발언
이나연,0.95,"만나봐, 행복하게 잘 만나",None,positive,support,상대방의 행복을 바라는 긍정적인 감정을 표현함.
남희두,0.95,뭐?,,neutral,response,상대방의 말에 되묻는 반응
이나연,0.95,행복하게 지내야지 잘 만나고 새로운 사람들 만나야지.,None,positive,emotion_polarity,행복하게 지내겠다는 긍정적인 감정을 표현함.
남희두,0.95,말 똑바로 해. 왜 무슨 행복하게 만나는 게 뭐야,None,negative,불만,상대방의 말에 불만을 표현하며 따지는 말투.
이나연,0.95,말 그대로지 눈치 보지 말고 하던 대로 하라고,None,neutral,instruction,눈치 보지 말고 하던 대로 하라는 지시적인 발언
이나연,0.95,약간 다른 사람을 품은 게 느껴졌어요.,None,negative,attention,상대방에게 다른 사람을 품은 것이 느껴졌다고 말하며 부정적인 감정을 드러냄.
이나연,0.95,"(희두에게) 응원할게. 진심으로는 아니고, 말로만 ㅎㅎㅎ",남희두,neutral,support,상대방을 응원하는 발언이지만 진심은 아님을 표현함.
이나연,0.95,"응, 나 좋아.",None,positive,emotion_polarity,자신에 대한 호감을 표현함
이나연,0.95,근데 새로운 사람 만나서 엄청 설레고 좋았어.,None,positive,emotion_positive,새로운 사람을 만나 설레고 좋았다는 긍정적인 감정 표현
남희두,0.95,아 막 설렜어?,None,positive,emotion_polarity,설렘을 표현하는 긍정적 발언
이나연,0.95,어 설렜어. 진짜 막 설렐 수밖에 없는 환경이었어.,None,positive,emotion_polarity,설렘을 느꼈다고 표현함.
남희두,0.95,난 누군지는 모르니까.,None,neutral,statement,자신을 모르는 상대방에게 하는 말.
이나연,0.95,좋은 사람이었고 그래서 설렜는데 네 생각도 엄청 많이 났지.,남희두,positive,attention,과거 회상과 현재 감정이 혼재된 발언. '좋은 사람'에게 설렜다는 긍정적 감정과 함께 '네 생각'이 났다는 언급은 X에 대한 미련이나 감정적 연결고리를 내포.
남희두,0.95,난 네가 완전히 나 신경 안쓰는 줄 알았지. 진짜 맘에 들어 하는구나라고 생각했는데?,이나연,positive,attention,상대방이 자신을 마음에 들어하는지 확인하며 호감을 표현함.
이나연,0.95,알아보고 싶은 마음은 있었지. 근데.. 일주일이랑 4년이랑 비교가 되냐? 내가 지금 마음 가는 사람이 있긴 하거든?,None,negative,attention,전 연인(X)에 대한 언급과 현재 마음이 가는 사람이 있음을 언급하며 복잡한 감정을 드러냄.
남희두,0.95,응 근데?,,neutral,response,상대방의 질문에 대한 단순한 되물음
이나연,0.95,근데 너한테 마음이 더 커.,None,positive,attention,화자는 상대방에 대한 마음이 더 크다고 고백하며 호감을 표현하고 있다.
남희두,0.95,갑자기?,None,neutral,question,상대방의 갑작스러운 행동이나 말에 대한 의아함을 표현하는 질문
이나연,0.95,"갑자기 아니야. 데이트할 때 설렘이랑 질투 중에 질투가 더 커 근데 미칠 거 같아, 그걸 동시에 느끼니까.",None,negative,emotion_polarity,데이트 중 설렘과 질투를 동시에 느껴 혼란스러워하고 있다.
남희두,0.95,아 그정도로 그래도 마음에 들긴 하나보다. 신기하네.,None,positive,attention,상대방에 대한 호감을 드러내며 신기해함.
이나연,0.95,눈물을 흘림.,None,negative,emotion_polarity,슬픔을 느껴 눈물을 흘림.
남희두,0.95,왜 울어? 왜 우는 거야?,None,negative,attention,상대방의 울음에 대한 걱정 또는 안타까움을 표현하는 발언
이나연,0.95,"솔직히 여기 와서 내 자신이 싫어. 솔직히 나도 데이트 하고 와놓고 질투하는 내 모습이 싫고, 너 응원해주겠다고 해놓고 질투하는게 너무 짜증나. 근데 엄청 질투나, 엄청.",None,negative,emotion_expression,"자신에 대한 부정적인 감정을 드러내며, 데이트 후 질투하는 자신의 모습에 대한 짜증과 질투심을 표현함."
남희두,0.95,"뭐지? 싶었어요. 질투가 난대요. 근데 저는 제가 느끼기에는 재밌게 놀고 다른 사람 만날거, 당연히 다른 사람 만나러 왔으니까, 그냥 갑자기 미련이 있다. 그래서 저는 사실 혼란스러웠죠, 혼란스럽고 멋있지 않았어요.",None,negative,관계,상대방의 질투 발언에 혼란스러움과 실망감을 느낌.
이나연,0.95,속상하다고 말했어야 질투 난다고 근데 희두는 몰랐더라고요.,남희두,negative,attention,"남희두에 대한 서운함과 질투를 표현했지만, 남희두가 알아차리지 못했다는 발언"
남희두,0.95,그 사람 왜... 설레고 좋았어? 누군지 모르겠지만,None,positive,attention,누군가에 대해 설렘과 호감을 느끼는 감정을 표현함.
이나연,0.95,말해야하나?,,neutral,question,상대방에게 말을 해야 할지 묻는 발언
남희두,0.95,"말하기 싫으면 말 안 해도 되지,",None,negative,갈등,상대방의 비협조적인 태도에 대한 불만과 짜증을 드러내는 발언.
이나연,0.95,따뜻해,,positive,None,따뜻함을 느낌.
이나연,0.95,"결이 달라. 너는 속이. 알고 볼 수록 따뜻한 사람이고, 그 사람은 대놓고 따뜻하고",남희두,positive,mention_other,다른 사람을 칭찬하며 호감을 표현하고 있다.
이나연,0.95,"근데 진짜 좀 혼란스러워,",None,negative,emotion_polarity,혼란스러움을 느끼는 감정을 표현함.
이나연,0.95,너랑 같이 있으니까,None,positive,emotion_polarity,화자와 함께 있는 대상에 대한 긍정적 감정 표현
이나연,0.95,내가 그냥 같은 집에 있으니까 감정이 혼란스럽다. 데이트하고 와서 즐거운데 널 보고 질투가 나.,남희두,negative,emotion_expression,"같은 집에 있는 상황 때문에 감정이 혼란스럽고, 데이트 후 즐거움과 동시에 질투심을 느낀다고 표현함."
남희두,0.95,응원해줄 마음은 없었어?,None,negative,attention,상대방에 대한 서운함이 드러나는 발언
이나연,0.95,100% 응원은 못하겠는데?,None,negative,불안,100% 응원은 못하겠다고 말하며 불안감을 드러냄.
남희두,0.95,행복했으면 좋겠다며?,None,neutral,question,상대방에게 행복을 바라는 마음이 있는지 확인하는 질문
이나연,0.95,행복했으면 좋겠는데?,None,positive,emotion_polarity,상대방의 행복을 바라는 감정을 표현함.
남희두,0.95,그게 행복할 것 같지 않아?,None,positive,emotion_polarity,상대방의 행복을 기대하는 긍정적 발언
