speaker,speaker_confidence,text,target,sentiment,category,summary
성해은,0.99,X룸 보고 온 거 아니야? -해은,None,neutral,question,상대방에게 X룸 시청 여부를 묻는 질문
정규민,0.99,너 문자 보고 그냥 바로 여기로 온 거야 -규민,None,neutral,fact,상대방에게 문자를 받고 바로 왔는지 확인하는 발언
성해은,0.99,아 진짜? -해은,None,neutral,response,상대방의 말에 대한 단순한 반응
정규민,0.99,응응 -규민,None,neutral,response,상대방의 말에 동의하는 짧은 대답
성해은,0.99,안 봤다고 하더라고요. 저는 보고 와서 걔가 기다리고 있는 줄 알았어요. 아니 어떻게 진짜 안 보지? 그래도 봤으면 좀 더.. 규민이가 흔들렸을 수 있는데 저 이 추억 보면은.. 너무 아쉬웠어요. -해은,정규민,negative,attention,"해은은 규민이 데이트 상대를 보지 않은 것에 대한 아쉬움을 표현하며, 규민이 흔들릴 수도 있었다는 가정을 한다."
정규민,0.99,추억 같은 거는 한번 보고 싶긴 했는데 조금은 조금은 흔들릴 수도 있을 거라 생각했는데 마음을 이미 알고 있었고 근데 이제 저는 그 마음과 같지 않았기 때문에 일단은 여지를 좀 덜 주고 싶었고요 -규민,None,negative,갈등,상대방에게 여지를 덜 주고 싶다는 감정을 표현함.
정규민,0.99,그거 보고 왔구나? -규민,None,neutral,attention,상대방이 특정 대상을 보고 왔는지 확인하는 발언
성해은,0.99,01:42:27 ㅎㅎㅎㅎㅎ -해은,None,positive,reaction,웃음
정규민,0.99,01:42:27 수도꼭지 좀 잠궈봐. 물도 안 잠그고 나왔어. -규민,None,neutral,instruction,수도꼭지를 잠그지 않고 나온 것에 대한 지시
성해은,0.99,ㅎㅎㅎㅎㅎ 하! ㅎㅎㅎㅎㅎ -해은 어제 이거.. 편지 같이 읽었잖아 엑스 속마음 확인할 수 있다고 -해은 나는.. 이러고 있었는데 나 안 볼래. 바로 이랬잖아. -해은,None,negative,attention,"성해은은 과거 연애를 회상하며 X(전 연인)에 대한 언급을 하고, 당시 상황에 대한 부정적인 감정을 드러냄."
정규민,0.99,그렇게 바로 그랬나? -규민,None,neutral,question,상대방의 행동에 대한 의문
성해은,0.99,끝나자마자 그렇게까지 바로 할 일이야? -해은,None,negative,불만,상대방의 행동에 대한 불만을 표현함.
정규민,0.99,아 그냥 -규민,정규민,neutral,unclassified,단순 지칭
성해은,0.99,나 상처 받았었어. -해은,None,negative,attention,과거에 상처받았던 경험을 언급하며 부정적인 감정을 표현함.
정규민,0.99,그랬어? -규민,None,neutral,response,상대방의 말에 대한 단순한 반응.
성해은,0.99,응. -해은,None,neutral,statement,해은의 짧은 응답.
정규민,0.99,굳이 안 봐도 될 것 같아서 나는 -규민,None,negative,갈등,정규민이 상대방을 보지 않아도 될 것 같다고 말하며 갈등을 드러냄.
성해은,0.99,왜? -해은,None,neutral,question,상대방에게 이유를 묻는 질문
정규민,0.99,아니까 안 보고 싶었지 -규민,,negative,attention,정규민은 X에 대한 미련이 남아있는 듯한 발언을 함.
성해은,0.99,01:43:18 알아도 볼 수 있잖아 -해은,None,neutral,behavior,"상대방에게 무언가를 볼 수 있음을 언급하며, 행동의 가능성을 제시함."
정규민,0.99,01:43:18 볼수있지. -규민,None,neutral,observation,상대방에게 무언가를 볼 수 있다고 말함.
성해은,0.99,진짜 안 봤구나. 난 말만 그렇게 하고 문자 보냈을 줄 알았거든. -해은 01:43:35 진짜 안 봤구나. -해은,None,중립,상황 파악,상대방이 문자를 보냈는지 확인하는 발언
정규민,0.99,뭘 보고 왔으려나? -규민,성해은,중립,추측,상대방이 무엇을 보고 왔을지 궁금해하는 발언
성해은,0.99,"우리 추억이 담겨있는 사진이나 물건들이나 그런 것들 다 담겨있는 방이 있었고, 그리고 두 번째에서는 너가 인터뷰 때 나에 대해서 한 말들 -해은",정규민,neutral,attention,과거 추억과 관련된 물건이 있는 방과 인터뷰 내용을 언급하며 이야기를 시작함.
정규민,0.99,영상을 본 거야? -규민,None,neutral,question,상대방에게 영상 시청 여부를 묻는 질문
정규민,0.99,"01:43:57 지금 내 눈앞에 있는 모습이랑 너무 다르게 행복했었더라고, 근데 너가 했던 아픈 말들도 남겨있더라. -해은",성해은,negative,emotion_polarity,과거 연애 회상 중 아팠던 기억에 대한 언급
정규민,0.99,음.. -규민 거기서 (우는거) 틀고 왔구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 거기서 틀어놓고 -규민,정규민,neutral,observation,정규민이 우는 장면이 틀어져 나오는 상황에 대한 언급.
성해은,0.99,나 잠긴 적이 없었어 알아? -해은,None,neutral,statement,자신의 경험에 대해 언급하는 발언
정규민,0.99,뭐 모르지 -규민,None,neutral,ambiguous,규민의 발언이 특정 대상이나 감정을 드러내지 않아 중립적으로 분류됨.
성해은,0.99,모르고 관심이 없는 것 같더라고 -해은 너 왜 이렇게 나를 모른 척하냐? -해은,성해은,negative,attention,"상대방이 자신에게 관심이 없는 것 같다는 부정적인 감정을 표현하며, '해은'이라는 이름을 언급하며 감정적인 초점을 드러냄."
정규민,0.99,"아니, 모른 척 안 하고 싶었는데, -규민",None,negative,갈등,"정규민은 상대방을 모른 척하고 싶지 않았지만, 어쩔 수 없는 상황에 대한 감정을 드러냄."
성해은,0.99,"너 나 다 같이 있을 때 시선도 안 주고, 그냥 모르는 사람보다도 못하게 나 대하잖아, -해은",정규민,negative,불만,상대방이 자신을 모르는 사람보다 못하게 대하는 것에 대한 불만을 표현함.
정규민,0.99,그냥 약간 안 친한 느낌으로 -규민,성해은,neutral,social,정규민이 성해은과의 관계에 대해 '안 친한 느낌'이라고 언급함.
성해은,0.99,티나 그렇게까지 나한테 거리를 둘 이유가 없었잖아. -해은,None,negative,갈등,상대방이 자신에게 거리를 두는 것에 대한 서운함을 표현함.
정규민,0.99,거리는 뒀지 뭐.. 그렇게 막 살갑게 할 수는 없었지 -규민,None,negative,관계,상대방과 거리를 뒀다는 발언에서 소극적인 태도와 불편한 감정이 느껴짐.
성해은,0.99,신경은 쓰였어? -해은,정규민,negative,attention,정규민에 대한 신경 쓰이는 감정을 드러냄
정규민,0.99,신경 당연히 쓰이지 신경 쓰이니까 차갑게 못 하지. -규민,None,negative,attention,"정규민은 상대방을 차갑게 대하지 못하는 이유로 신경 쓰이기 때문이라고 언급하며, 감정적인 영향을 받고 있음을 드러낸다."
성해은,0.99,나 안 들어왔을 때 어땠어? -해은 다음 날도 안 들어오고 그 다음 날도 안 들어왔잖아. -해은,성해은,neutral,attention,"성해은이 부재중일 때의 상황에 대해 질문하며, 자신의 부재에 대한 상대방의 반응을 궁금해하고 있다."
정규민,0.99,"그래서 되게 궁금하긴 했어 언제 들어오는 거지 하면서, -규민",성해은,neutral,attention,상대방이 언제 들어오는지 궁금해하며 관심을 보임.
성해은,0.99,그게 원래 예정된 게 14일에 들어가는 거 였거든 -해은,None,neutral,statement,원래 14일에 들어가기로 예정되어 있었다고 말함
정규민,0.99,나도 너가 14일에 들어올 거라고 생각했었어. -규민,None,neutral,None,상대방의 예상에 대한 자신의 생각을 이야기함.
성해은,0.99,진짜? -해은,None,neutral,question,상대방의 말을 되묻는 질문
정규민,0.99,내 생일이었잖아 그래가지고 그냥 내 생일 아는 사람이 한 명 들어오겠구나라고 생각했었어. -규민,None,neutral,None,"자신의 생일에 대해 언급하며, 생일을 아는 사람이 들어올 것이라고 생각했다는 발언."
성해은,0.99,안 들어와서 놀라게 됐었지. -규민,정규민,neutral,none,정규민이 늦게 나타난 것에 대한 놀라움을 표현
정규민,0.99,"같이 들어왔으면 달랐을 것 같은데 타이밍이 좀 늦었던 것 같아요. -규민 해은이가 제가 다른 사람이랑 잘 지내는 걸 보면서 더 그러는 것 같고, 저도 다른 사람이랑 잘 지내고 있는데, 해은이가 그렇게 하니까 부담스럽고, 너는 선물도 사놓고 편지도 해놓고 있었으면 되게 서운했겠다.못들어가서. -규민",성해은,negative,갈등,"정규민은 성해은이 다른 사람과 잘 지내는 모습에 부담감을 느끼고, 성해은이 느끼는 서운함에 대해 언급하며 갈등을 표현함."
성해은,0.99,너무 아쉬웠지. 그냥 너한테. -해은,정규민,negative,attention,상대방에 대한 아쉬움을 표현함
성해은,0.99,"선물이고 싶었어. -해은 너가 반길진 모르지만, 그냥 너한테 선물처럼... 짜잔하고 기쁘게 나타나고 싶었어.-해은 난 이 시간을 되게 기다렸거든. -해은 그게 딱 일주일 만에 오네. -해은",정규민,positive,attention,"성해은이 자신을 정규민에게 선물처럼 나타나고 싶었다고 말하며, 정규민을 기다렸다는 감정을 표현함."
정규민,0.99,음..,None,neutral,none,정규민의 의미 없는 발언
성해은,0.99,너는 나랑 친해지려고 생각은 하고 있었어? -해은,정규민,none,attention,정규민과의 관계에 대한 성해은의 질문
정규민,0.99,조금씩 -규민,정규민,neutral,unclassified,정규민의 짧은 발언
성해은,0.99,"조금씩 음. -해은 진짜.. 안 우는 날이 없다. -해은 너는 모르고 알 길도 없고, 알려 하지도 않고 혼자 울고 있는 게 너무 외롭더라고. -해은 제가 계속 말했어요. 규민이는 얘기는 해주지 않아서 아쉬웠는데, 계속 손을 긋는 대답과 표정과 말투여서 말은 안했어요. 행복만은 안 했어. -해은 이제 내가 울어도 손을 뻗어주지 않네.-해은 넌 지금도 그렇고, 지금까지도 그렇고, 나를 안 보내. -해은",정규민,negative,관계,"성해은은 정규민과의 관계에서 소통 부재와 감정적 고립감을 느끼며 힘들어하고, 정규민이 자신에게 더 이상 다가오지 않는 것에 대한 슬픔과 원망을 표현함."
정규민,0.99,"그렇게 우는 걸 어떡해 봐. 해은이가 계속 같이 있으면 아련한 눈빛 보내고, 막 계속 나 좀 봐줘 하는 게 너무 보여서 쉽지 않더라고요. 마음이 확실히 그냥 제가 누군가한테 호감이 지금 가니까 그런 해은이의 스탠스가 부담스러운 것 뿐이에요. -규민 01:48:36 안 울면 못 개, 안 울면 -규민 01:48:53 안 울면 본다니까 이제 안 우는 거야? -규민",성해은,negative,갈등,"해은이의 눈빛과 행동이 부담스럽다고 토로하며, 호감 있는 사람이 생겨서 그렇다고 설명함."
성해은,0.99,응. 안 울잖아. -해은,None,negative,emotion_expression,자신이 울지 않는다는 것을 언급하며 감정을 드러냄.
정규민,0.99,진작 얘기할 걸 그랬네.,None,후회,발언,상대방에게 진작 말하지 못한 것에 대한 후회를 표현함.
성해은,0.99,여기서 마음에 드는 사람은 있어? -해은,None,neutral,question,해은이 마음에 드는 사람이 있는지 물어보는 질문
정규민,0.99,그치 -규민,None,neutral,agreement,상대방의 말에 동의하는 표현
성해은,0.99,계속 문자 오잖아. 속마음 선택하는 거 음. 그래서 너가 계속 선택하지 않았다는 문자가 나한테 오잖아 ㅎㅎㅎㅎㅎ. -해은 01:49:22 내표는 어디로 갔을까? -해은,None,neutral,attention,"속마음 선택 관련 문자를 언급하며, 상대방이 자신을 선택하지 않았음을 간접적으로 표현함."
정규민,0.99,어디로 갔을 것 같아? -규민,None,neutral,question,상대방에게 특정한 장소에 대한 추측을 묻는 질문
성해은,0.99,살짝 말해도 돼? -해은,None,neutral,initiative,상대방에게 말을 걸기 위한 사전 동의를 구하는 발언
정규민,0.99,아니 말 하지마 -규민,None,negative,disagreement,상대방에게 말을 하지 말라고 하는 부정적인 발언
성해은,0.99,그래도 너는 첫 번째 데이트를 했던 사람한테 호감을 느끼고 그 마음이 변하지 않고 계속해서 가고 있지 않을까 생각은 해. -해은,정규민,positive,attention,"첫 번째 데이트 상대에 대한 지속적인 호감을 표현하며, 그 감정이 변하지 않았을 것이라는 추측을 나타냄."
정규민,0.99,그런 생각이 나를 올곧이 유지하는 사람 아니야. -규민,정규민,negative,self_reflection,자신에 대한 부정적인 감정을 드러내는 발언
성해은,0.99,"그 표가... 항상 같은 곳일지 다른 곳일지 그것도 궁금하다. -해은 근데 확실한 건 나한테는 단 하루도 보낸 적이 없고 앞으로도 보내지 않을 것이고, 이거는 뚜렷한 것 같아. -해은 그치? -해은",None,negative,attention,성해은은 상대방이 자신에게 호감을 표현하지 않을 것이라는 생각에 불안감을 느낀다.
정규민,0.99,"사실 저는 굉장히 달갑지 않은 상황이었죠. -규민 근데 어쨌든 지금 제가 더 신경이 쓰이고 더 마음이 가는 거는 해은이는 아니거든요. -규민 그래서 저는 최대한 제가 신경을 안 쓰는 게, 제가 지금 마음을 주고 있는 사람한테도 맞다고 생각을 하거든요. -규민",성해은,negative,갈등,"정규민은 달갑지 않은 상황이며, 현재 성해은에게 마음이 가지 않고 다른 사람에게 마음을 주고 있다고 생각한다."
성해은,0.99,여기서 인기도 되게 많으신 것 같던데 -해은,None,neutral,observation,다른 출연자의 인기에 대한 언급
정규민,0.99,인기없어 -규민,정규민,negative,self_deprecation,자신이 인기가 없다고 자조적으로 말함.
성해은,0.99,"01:50:37 나 입주한 바로 다음날 월요일에 너가 데이트 나갔잖아. -해은 그냥 그게 되게 너무 처음 보는 장면이고 모습이라서, 음.. -해은 난 그 테마가 뭔지 알고 있었어. 너의 테마가 -해은",정규민,negative,attention,"성해은은 정규민이 입주 다음날 데이트 나간 것에 대해 처음 보는 모습이라며 언급하고, 정규민의 테마를 알고 있었다고 말하며 부정적인 감정을 드러냄."
정규민,0.99,"아, 그래? -규민",None,neutral,response,상대방의 말에 대한 단순한 반응
성해은,0.99,"가는 모습을 지켜볼 수 밖에 없는 아무 말 할 수 없는 나도 슬펐고, 너무 내가 무력해지더라고. -해은",None,negative,emotion_expression,가는 모습을 지켜볼 수 밖에 없는 상황에 대한 슬픔과 무력감을 표현함.
성해은,0.99,"재밌었어, 그래서? -해은",None,positive,reaction,"상대방의 반응에 대한 질문으로, 긍정적인 분위기를 나타냄."
정규민,0.99,그때? -규민,None,neutral,attention,과거의 특정 시점을 지칭하는 표현을 사용함.
성해은,0.99,"나랑 갔던..갔었던 데잖아 -해은 토킹룸에서부터 되게 절망적이었어.-해은 한 사람이 끝나니까, 난 집에 갈 줄 알았는데, 두 번째 시작됩니다. 이렇게 해서 또 마음이 무너졌었던 것 같아요.-해은",정규민,negative,attention,과거 정규민과 함께 갔던 장소를 회상하며 토킹룸에서의 절망감과 마음이 무너졌던 경험을 이야기하고 있다.
정규민,0.99,"그냥 다들 나랑 얘기를 안 해봐서, 얘 얘기가 하고 싶었나봐",성해은,중립,관계,다른 사람들이 자신과 대화를 안 해봐서 성해은에 대한 이야기를 하고 싶어했다고 언급함.
성해은,0.99,데이트할 때 여자들이 토킹룸 얘기 안했어? -해은,None,neutral,attention,데이트 중 토킹룸에 대한 질문을 던짐
정규민,0.99,응 뭐 그런건 못 들었어 -규민,None,neutral,statement,상대방의 말에 대한 답변.
성해은,0.99,내가 다 거짓만 -해은,성해은,negative,attention,자신이 거짓말을 하고 있다는 부정적인 감정을 표현함.
정규민,0.99,"아, 그런 거 들었지. -규민",None,neutral,None,들은 내용에 대한 인지
성해은,0.99,"아, 그래? 어떻게 들었... -해은",None,neutral,question,상대방에게 들은 내용의 출처를 묻는 질문
정규민,0.99,여사친이 많고.. -규민,None,neutral,statement,자신의 특징에 대해 언급함
성해은,0.99,영향이 있었군! -해은,None,neutral,none,상대방의 행동이나 상황이 자신에게 영향을 미쳤음을 인지하고 표현하는 발언
정규민,0.99,"1년 동안 연애했고, 뭐 이런 거 들었지. -규민",None,neutral,attention,과거 연애 사실에 대한 정보를 언급함.
성해은,0.99,그래? 너 아니야 했어? -해은,None,neutral,question,상대방에게 본인이 한 말인지 확인하는 질문
정규민,0.99,그냥 너가 잘못된 정보를 많이 들었을 수도 있다 그랬지 -규민,None,neutral,statement,상대방이 잘못된 정보를 들었을 가능성을 언급함.
성해은,0.99,그래. 그런 거 왜 말해? -해은,None,negative,불쾌,상대방의 말에 대한 불쾌감을 표현함.
정규민,0.99,말해줄 수 있지 -규민,None,neutral,initiative,상대방에게 질문이나 대화를 요청하는 발언
성해은,0.99,왜 말하냐? -해은,None,negative,불만,상대방의 말에 대한 불만을 표현함.
정규민,0.99,너한테 얘기했으니까 -규민,None,중립,발언,상대방에게 말을 건네는 발언
성해은,0.99,그걸 또 해명하고 싶었나 보다? -해은,None,negative,attention,"상대방의 행동에 대한 부정적인 감정을 드러내며, 해명에 대한 불쾌감을 표현함."
정규민,0.99,왜 1년이라 했어? -규민,None,neutral,question,상대방에게 특정 기간을 언급한 이유를 묻는 질문
성해은,0.99,"절대 지켜, 6년. -해은",정규민,neutral,statement,6년의 연애 기간을 지키고 싶다는 의지를 드러냄.
성해은,0.99,"그 사실을 절대 알리고 싶지 않았어, -해은",None,negative,attention,과거의 특정 사실을 숨기고 싶어하는 감정을 드러냄.
정규민,0.99,01:52:33 오히려 6년 연애했다고 하면 그 사람들이 내가 낄 자리 없겠다고 생각할 수도 있지 않아? -규민,None,중립,관계,"6년 연애 경험이 있는 경우, 다른 사람들이 쉽게 다가오지 못할 수 있다는 규민의 생각."
성해은,0.99,"그냥 장기 연애를 했던 사람으로서 보면 너를 더 좋게 볼 것 같았어. 나중에 X가 밝혀지면, 우리의 시간들을 얘기해도 나쁘지 않으니까 근데 나는 진짜 행복했던 게 뭔지 알아? 어제 너가 스크램블에게 해준 거 먹을 수 있었을 때 진짜 행복했어. -해은",정규민,positive,관계,"장기 연애 경험을 바탕으로 상대방을 좋게 볼 수 있다고 언급하며, X가 밝혀진 후 함께한 시간에 대한 긍정적인 대화를 기대함. 어제 스크램블을 먹을 때 행복했다고 표현하며 긍정적인 감정을 드러냄."
정규민,0.99,아 진짜? -규민,None,neutral,response,상대방의 말에 대한 단순한 반응
성해은,0.99,맛있다고 너한테 말할 수 있는 게 행복했어. -해은,정규민,positive,emotion_polarity,상대방에게 긍정적인 감정을 표현하며 행복을 느낌.
정규민,0.99,계란 먹을래? -규민,None,neutral,offer,상대방에게 계란을 먹을지 물어보는 발언.
성해은,0.99,01:53:17 나 계란 진짜 좋아하는데 -해은,None,positive,preference,계란을 좋아하는 감정을 표현함
정규민,0.99,01:53:23 나중에 아침 해드릴게요 -규민,성해은,positive,initiative,"정규민이 상대방에게 아침을 해주겠다고 제안하며 호감을 표현하고, 관계 발전을 위한 적극적인 의지를 보임."
성해은,0.99,01:53:17 계란후라이요! -해은,None,neutral,food,계란후라이 언급
성해은,0.99,"저 스크램블 에그, 프라이, 찜 다 해주세요 -해은 01:53:33 우와!",None,positive,food_preference,"성해은이 스크램블 에그, 프라이, 찜을 요청하며 긍정적인 반응을 보임."
성해은,0.99,01:53:36 진짜 진짜 진짜 맜있겠다 대박이다. 내가 처음 봐 진짜 진짜 진짜 맛있겠다. -해은,None,positive,general,음식에 대한 긍정적 반응을 보임.
정규민,0.99,계란 엄청 좋아했지? -규민,성해은,positive,attention,성해은이 계란을 좋아했던 것을 기억하고 언급하며 호감을 표현함.
성해은,0.99,계란을 먹어서라기보다 맛있다고 너한테 말을 할 수 있어서 행복했다고 응. 그걸 네가 들어줘서 좋았다고. -해은,정규민,positive,attention,정규민에게 말을 할 수 있어서 행복했다고 말하며 긍정적인 감정을 표현함.
성해은,0.99,왜냐면 너가 지금까지 계속 나를 피했던 게 -해은,성해은,negative,attention,성해은은 상대방이 자신을 피했다고 언급하며 부정적인 감정을 드러냄.
정규민,0.99,아침에 일찍 일어나면 계란 같이 해줄게. -규민,성해은,positive,initiative,"호감을 표현하며, 상대방에게 무언가를 해주겠다는 제안을 통해 관계 형성을 시도하는 발언"
성해은,0.99,꼭 해줘. -해은,None,neutral,request,상대방에게 요청하는 발언
정규민,0.99,근데 못 일어날 거잖아. -규민,None,neutral,statement,상대방의 행동에 대한 예측을 담담하게 언급하는 발언.
성해은,0.99,어. -해은,None,neutral,response,짧은 대답.
정규민,0.99,그럼 못 먹는 거지. -규민,None,neutral,statement,음식을 먹을 수 없는 상황에 대한 진술
성해은,0.99,남겨줘. -해은,None,neutral,relationship,상대방에게 특정한 행동을 요청하는 발언
정규민,0.99,응? -규민,None,neutral,none,짧은 감탄사
성해은,0.99,남겨줘. -해은,None,neutral,directive,상대방에게 특정한 행동을 요청하는 발언
정규민,0.99,그럼 맛 없어서 안 돼. -규민,None,negative,불만,맛이 없다는 이유로 거절하는 발언
성해은,0.99,식은 계란도 맛있어 -해은,None,positive,none,음식에 대한 긍정적 반응
정규민,0.99,너가 해먹어 -규민,None,neutral,statement,규민이 상대방에게 직접 요리하라고 말함.
성해은,0.99,너가 진짜 잘하잖아. -해은,None,positive,compliment,칭찬을 통해 긍정적인 감정을 표현함.
정규민,0.99,그런 거는 계속 기억에 남긴 하더라. 만나면서 너무.. 좋은 거를 많이 못 해주고 좋은 곳에 많이 못 데려가고 이런 거는 기억에 많이 남긴 하더라고. -규민 01:54:37 그래서 좋은 곳 가거나 하면 생각나긴 했어. -규민,None,negative,attention,"과거 연애에서 좋은 것을 많이 해주지 못했던 것에 대한 아쉬움을 표현하며, 좋은 곳에 갈 때면 전 연인이 생각난다고 언급함."
성해은,0.99,"약간 학창 시절의 기억들이 살아가는데, 되게 많은 영향을 끼치는 것처럼, 나의 20대도 다 너였잖아. -해은",정규민,neutral,attention,과거 연애를 회상하며 상대방이 20대에 큰 영향을 주었음을 언급.
성해은,0.99,너랑 헤어진 지 그래도 꽤나 지났는데도 계속 그냥 너가 -해은,정규민,negative,attention,전 연인에 대한 미련이 남아있는 감정을 표현함.
성해은,0.99,"잊혀지지 않으니까, 그래서 너랑 나랑 진짜 시기만 타이밍만 너무하다 아쉽게 들렸던 것 같아서 이걸 기회로... 너는 그냥 그대로 있으면 돼, 그냥 지금처럼 막 나를 아예 눈빛, 눈길도 안 주고 피하기만 하고 아. 근데 혜은이 제외 아, 그냥 해은이 안 돼 이렇게만 안 했으면 좋겠어. -해은",정규민,negative,관계,"잊혀지지 않는 아쉬움과 현재의 피하는 태도에 대한 서운함, 그리고 특정 행동에 대한 소망을 표현."
성해은,0.99,"01:55:27 기회조차 주지 않으려고 하는데, 속상해 이렇게 생각해? -해은 알겠어. -규민",정규민,negative,갈등,정규민이 기회를 주지 않는다고 느껴 속상해하는 성해은의 발언
정규민,0.99,집 가서 얘기 많이 할게 -규민,성해은,neutral,initiative,집에 가서 성해은과 많은 이야기를 나누겠다는 적극적인 의사 표현
성해은,0.99,그게 요지가 아니잖아. -해은 나는 여기서 너가 그래도 아직 시간이 꽤 남았잖아. -해은,None,negative,갈등,"상대방의 주장에 동의하지 않으며, 남은 시간에 대한 언급을 통해 압박감을 표현함."
정규민,0.99,"01:55:54 이제 좀 더 편해졌으면 좋겠어. -규민 01:55:59 너무 그렇게 계속 힘들지 말고, 앞으로 꽤 같이 더 있을 텐데, -규민",성해은,positive,comfort,정규민은 앞으로 같이 있을 시간이 많으니 성해은이 편해지기를 바란다.
성해은,0.99,그냥 나는.. 마음은 어쩔 수가 없는 것 같아. -해은,None,negative,emotion_expression,마음을 어쩔 수 없다는 감정 토로
정규민,0.99,"그것도 너가 이렇게 계속 흔들어가면, 네가 나중에 후회할 것 같아. -규민",성해은,negative,갈등,상대방의 행동에 대한 우려와 후회를 암시하는 발언
성해은,0.99,"나는 후회 안 해, 너무 후회안해. 진짜 그냥 난 내 마음이 가는 대로 할 거야. 가는 대로 표현할 거고, 자기 말 한마디에, 그냥 내가 너무 기대하거나 너무 슬퍼하거나 할 걸 알아서 자기 마음도 숨겨야 된다고 생각을 하는 것 같고, 일부러 더 숨기면서 얘기한 것 같아요. -해은 이런 시간이 또 언제 있을지 모르겠어서 시간이 멈췄으면 좋겠어요. -해은 ㅎㅎㅎㅎㅎ 핢말이 쌓였는데. -해은",정규민,negative,불안,"정규민의 말 한마디에 기대하고 슬퍼할까 봐 정규민이 마음을 숨기는 것 같아 불안하고, 시간이 멈췄으면 좋겠다고 생각하며 아쉬워함."
정규민,0.99,얘기해서 재밌었어 그래도 -규민,None,positive,initiative,정규민이 상대방과의 대화가 즐거웠음을 표현하며 긍정적인 감정을 드러냄.
성해은,0.99,뭐가 나아진 게 있어? -해은,None,neutral,question,상대방에게 변화가 있는지 묻는 질문
정규민,0.99,웅 얘기하다 보니까 훨씬 나아졌지 어쨌든 집에서 얘기 많이 할게 말도 걸고 할게. -규민,성해은,positive,comfort,"얘기를 통해 감정이 나아졌음을 표현하고, 앞으로 대화를 통해 관계를 개선하겠다는 의지를 보임."
정규민,0.99,나 갈게 나는. -규민,None,neutral,farewell,자리를 떠남을 알리는 발언.
성해은,0.99,가야돼? -해은,None,neutral,question,떠나야 하는지 묻는 질문
정규민,0.99,가야지 -규민,None,neutral,response,특별한 감정이나 의도 없이 단순히 응답하는 발언
성해은,0.99,01:57:19 아 배고파 -해은,None,neutral,express_needs,배고픔을 표현함
정규민,0.99,이따가 봐 -규민,None,neutral,farewell,Later.
성해은,0.99,나도 갈래. -해은,None,neutral,initiative,함께 가고 싶다는 의사를 표현함
성해은,0.99,01:57:38 진짜 시간 멈췄으면 좋겠다 라고 계속 말할 정도로 너무 소중한 시간이었고 이제서야 그나마 좀 신경 써주는 것 같아서 좋고 말 걸어줘서 좋았어요. 그 전에는 진짜 남보다도 못하게 대했었어서 말을 걸어주고 장난도 쳐주려고 해서 고마웠어요.-해은,정규민,positive,gratitude,"정규민이 자신에게 신경 써주고 말 걸어주고 장난쳐주려고 하는 모습에 대해 고마움을 표현하며, 소중한 시간이라고 언급함."
성해은,0.99,01:58:13 근데 분명히 규민이랑 있으면서 계속 상처받고 계속 선 긋는 기분이 보는 것도 아팠는데 상처를 받았더라도 그 시간 때문에 그날 하루가 너무 기분이 좋았어요 -해은,정규민,positive,emotion_polarity,"규민과 있으면서 상처받았지만, 그 시간 때문에 기분이 좋았다고 말함."
정규민,0.99,하루 종일 운다고 해서 생각보다 좀 더 힘들어 하는구나 라는 생각도 들기도 했고 마음이 아프기는 해요 해은이가 계속 그렇게 울고 그러는 게 근데 그것 때문에 마음이 막 엄청 힘들고 하지는 않아요. -규민,성해은,negative,sympathy,"해은이가 하루 종일 운다는 말에 마음이 아프지만, 그 때문에 엄청 힘들지는 않다고 말함."
정규민,0.99,조금 더 내가 이 친구한테 살갑게 굴어도 되겠다 조금 더 좀 내가 너무 이렇게까지 거리를 두면 더 힘들어하겠구나 그런 생각을 그런 게 조금 미안하기도 하고 -규민,None,negative,attention,"정규민은 상대방이 힘들어할까 봐 미안한 감정을 느낀다고 발언하며, 상대방에 대한 걱정을 드러냄."
